"STREAM_ID","MOVIE_ID","TITLE","STUDIO_NAME","PRIMARY_GENRE","RELEASE_YEAR","CRITIC_SCORE","AUDIENCE_SCORE","PLATFORM_NAME","MONTH_DATE","STREAM_YEAR","STREAM_MONTH","ESTIMATED_VIEWS","ESTIMATED_HOURS","COMPLETION_RATE","IS_FEATURED","TOTAL_GROSS","PERFORMANCE_TIER"
"684","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-02-01","2022","2","244",367.9,60.27,false,543000000,"Blockbuster"
"685","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-03-01","2022","3","95",110.4,73.01,false,543000000,"Blockbuster"
"686","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-04-01","2022","4","165",177.5,56.16,false,543000000,"Blockbuster"
"687","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-05-01","2022","5","89",96.8,84.25,false,543000000,"Blockbuster"
"688","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-06-01","2022","6","144",207.1,78.71,false,543000000,"Blockbuster"
"689","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-07-01","2022","7","94",118,58.09,false,543000000,"Blockbuster"
"690","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-08-01","2022","8","166",206.8,78.06,false,543000000,"Blockbuster"
"691","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-09-01","2022","9","82",96.2,71.87,false,543000000,"Blockbuster"
"692","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-10-01","2022","10","63",96.8,78.85,false,543000000,"Blockbuster"
"693","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-11-01","2022","11","142",180.7,63.7,false,543000000,"Blockbuster"
"694","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2022-12-01","2022","12","109",162.4,84.24,false,543000000,"Blockbuster"
"695","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-01-01","2023","1","180",208.7,60.57,false,543000000,"Blockbuster"
"696","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-02-01","2023","2","72",91,57.82,false,543000000,"Blockbuster"
"697","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-03-01","2023","3","241",315.4,65.32,false,543000000,"Blockbuster"
"698","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-04-01","2023","4","170",224.9,87.88,false,543000000,"Blockbuster"
"699","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-05-01","2023","5","114",168.8,76.75,false,543000000,"Blockbuster"
"700","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-06-01","2023","6","139",157.6,69.91,false,543000000,"Blockbuster"
"701","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-07-01","2023","7","121",143.2,74.83,false,543000000,"Blockbuster"
"702","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-08-01","2023","8","112",172,58.69,false,543000000,"Blockbuster"
"703","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-09-01","2023","9","71",90.7,63.53,false,543000000,"Blockbuster"
"704","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-10-01","2023","10","113",176.6,55.17,false,543000000,"Blockbuster"
"705","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-11-01","2023","11","197",269.8,61.08,false,543000000,"Blockbuster"
"706","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2023-12-01","2023","12","200",262.9,64.05,false,543000000,"Blockbuster"
"707","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-01-01","2024","1","230",360.3,59.93,false,543000000,"Blockbuster"
"708","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-02-01","2024","2","115",176.4,77.73,true,543000000,"Blockbuster"
"709","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-03-01","2024","3","142",190,55.33,false,543000000,"Blockbuster"
"710","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-04-01","2024","4","159",253.9,55.89,false,543000000,"Blockbuster"
"711","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-05-01","2024","5","169",268.7,73.31,false,543000000,"Blockbuster"
"712","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-06-01","2024","6","158",202.4,73.54,false,543000000,"Blockbuster"
"713","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-07-01","2024","7","163",215,81.79,false,543000000,"Blockbuster"
"714","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-08-01","2024","8","136",152.3,66.92,false,543000000,"Blockbuster"
"715","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-09-01","2024","9","71",113.2,59.68,false,543000000,"Blockbuster"
"716","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-10-01","2024","10","61",92.7,71.04,false,543000000,"Blockbuster"
"717","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-11-01","2024","11","167",194.5,77.29,false,543000000,"Blockbuster"
"718","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2024-12-01","2024","12","133",172.3,72.38,false,543000000,"Blockbuster"
"719","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-01-01","2025","1","153",166,63.9,false,543000000,"Blockbuster"
"720","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-02-01","2025","2","169",218.9,66.54,false,543000000,"Blockbuster"
"721","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-03-01","2025","3","152",213.5,59.57,false,543000000,"Blockbuster"
"722","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-04-01","2025","4","96",108.5,56.7,false,543000000,"Blockbuster"
"723","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-05-01","2025","5","102",139,70.81,false,543000000,"Blockbuster"
"724","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-06-01","2025","6","131",169.9,84.03,false,543000000,"Blockbuster"
"725","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-07-01","2025","7","109",170,75.28,true,543000000,"Blockbuster"
"726","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-08-01","2025","8","139",179.8,75.5,false,543000000,"Blockbuster"
"727","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-09-01","2025","9","162",178.6,57.07,false,543000000,"Blockbuster"
"728","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-10-01","2025","10","100",145.3,58.65,true,543000000,"Blockbuster"
"729","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-11-01","2025","11","129",168,76.38,false,543000000,"Blockbuster"
"730","15","Cinderella","Disney","Fantasy","2015",84,79,"Hulu","2025-12-01","2025","12","104",115.2,84.12,true,543000000,"Blockbuster"
"848","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-04-01","2016","4","393",760.8,74.34,false,99000000,"Blockbuster"
"731","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-04-01","2016","4","588",857.3,67.43,false,99000000,"Blockbuster"
"849","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-05-01","2016","5","181",271.9,66.77,false,99000000,"Blockbuster"
"732","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-05-01","2016","5","294",495.9,81.15,false,99000000,"Blockbuster"
"850","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-06-01","2016","6","118",157.8,73.66,false,99000000,"Blockbuster"
"733","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-06-01","2016","6","157",259.2,56.88,false,99000000,"Blockbuster"
"851","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-07-01","2016","7","112",204.2,57.44,false,99000000,"Blockbuster"
"734","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-07-01","2016","7","148",283.2,82.88,false,99000000,"Blockbuster"
"735","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-08-01","2016","8","126",200.4,82.62,false,99000000,"Blockbuster"
"852","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-08-01","2016","8","68",99.6,66.78,false,99000000,"Blockbuster"
"736","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-09-01","2016","9","88",170.3,73.38,false,99000000,"Blockbuster"
"853","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-09-01","2016","9","76",114.1,77.33,false,99000000,"Blockbuster"
"737","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-10-01","2016","10","33",65.1,59.53,false,99000000,"Blockbuster"
"854","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-10-01","2016","10","15",23.8,70.16,false,99000000,"Blockbuster"
"738","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-11-01","2016","11","19",29.5,58.11,false,99000000,"Blockbuster"
"855","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-11-01","2016","11","17",24.6,84.04,false,99000000,"Blockbuster"
"739","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2016-12-01","2016","12","25",42.3,74.28,false,99000000,"Blockbuster"
"856","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2016-12-01","2016","12","35",63.4,86.6,false,99000000,"Blockbuster"
"740","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-01-01","2017","1","17",26.5,83.47,false,99000000,"Blockbuster"
"857","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-01-01","2017","1","42",80.2,70.53,false,99000000,"Blockbuster"
"741","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-02-01","2017","2","48",82,74.89,false,99000000,"Blockbuster"
"858","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-02-01","2017","2","29",54.2,67.6,false,99000000,"Blockbuster"
"742","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-03-01","2017","3","26",45.7,63.91,false,99000000,"Blockbuster"
"859","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-03-01","2017","3","14",18.5,64.38,false,99000000,"Blockbuster"
"743","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-04-01","2017","4","31",53.4,72.74,false,99000000,"Blockbuster"
"860","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-04-01","2017","4","25",40.3,63.55,false,99000000,"Blockbuster"
"861","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-05-01","2017","5","12",21.2,56.43,false,99000000,"Blockbuster"
"744","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-05-01","2017","5","22",31.3,75.34,false,99000000,"Blockbuster"
"745","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-06-01","2017","6","30",53.9,80.63,false,99000000,"Blockbuster"
"862","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-06-01","2017","6","18",31.5,72.96,false,99000000,"Blockbuster"
"746","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-07-01","2017","7","19",25.8,74.01,false,99000000,"Blockbuster"
"863","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-07-01","2017","7","12",21.5,67.79,false,99000000,"Blockbuster"
"864","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-08-01","2017","8","25",36.8,62.85,false,99000000,"Blockbuster"
"747","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-08-01","2017","8","29",55.4,87.1,false,99000000,"Blockbuster"
"865","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-09-01","2017","9","19",29.3,74.83,false,99000000,"Blockbuster"
"748","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-09-01","2017","9","28",38.9,75.15,false,99000000,"Blockbuster"
"749","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-10-01","2017","10","28",36.8,62.1,false,99000000,"Blockbuster"
"866","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-10-01","2017","10","26",41.4,64.55,false,99000000,"Blockbuster"
"750","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-11-01","2017","11","24",34.9,67.31,false,99000000,"Blockbuster"
"867","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-11-01","2017","11","32",60.6,63.73,false,99000000,"Blockbuster"
"751","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2017-12-01","2017","12","21",39.6,68.83,false,99000000,"Blockbuster"
"868","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2017-12-01","2017","12","31",55.1,67.51,false,99000000,"Blockbuster"
"752","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-01-01","2018","1","57",109.4,71.57,false,99000000,"Blockbuster"
"869","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-01-01","2018","1","18",27.4,87.26,false,99000000,"Blockbuster"
"870","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-02-01","2018","2","35",55.1,61.04,false,99000000,"Blockbuster"
"753","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-02-01","2018","2","53",83.4,60.83,false,99000000,"Blockbuster"
"871","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-03-01","2018","3","37",70.3,75.32,false,99000000,"Blockbuster"
"754","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-03-01","2018","3","43",60.7,80.44,false,99000000,"Blockbuster"
"755","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-04-01","2018","4","34",56.2,71.21,false,99000000,"Blockbuster"
"872","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-04-01","2018","4","27",44.5,58.66,false,99000000,"Blockbuster"
"756","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-05-01","2018","5","13",19.2,83.84,false,99000000,"Blockbuster"
"873","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-05-01","2018","5","15",28.9,72.91,false,99000000,"Blockbuster"
"757","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-06-01","2018","6","32",57.3,75.99,false,99000000,"Blockbuster"
"874","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-06-01","2018","6","26",49.3,57.97,false,99000000,"Blockbuster"
"758","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-07-01","2018","7","14",24.3,80.11,false,99000000,"Blockbuster"
"875","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-07-01","2018","7","9",12.2,81.1,false,99000000,"Blockbuster"
"759","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-08-01","2018","8","27",48.9,57.59,false,99000000,"Blockbuster"
"876","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-08-01","2018","8","9",15.6,75.11,false,99000000,"Blockbuster"
"760","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-09-01","2018","9","32",56.2,58.42,false,99000000,"Blockbuster"
"877","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-09-01","2018","9","11",15.3,77.66,false,99000000,"Blockbuster"
"878","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-10-01","2018","10","13",18.1,61.41,false,99000000,"Blockbuster"
"761","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-10-01","2018","10","24",31.2,77.8,false,99000000,"Blockbuster"
"879","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-11-01","2018","11","38",62.3,56.92,false,99000000,"Blockbuster"
"762","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-11-01","2018","11","28",39.4,85.6,false,99000000,"Blockbuster"
"880","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2018-12-01","2018","12","12",22.8,77.15,false,99000000,"Blockbuster"
"763","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2018-12-01","2018","12","19",24.9,83.99,false,99000000,"Blockbuster"
"881","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-01-01","2019","1","22",35.7,63.06,false,99000000,"Blockbuster"
"764","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-01-01","2019","1","41",54.4,74.24,false,99000000,"Blockbuster"
"882","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-02-01","2019","2","31",59.9,68.03,false,99000000,"Blockbuster"
"765","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-02-01","2019","2","32",45,75.11,false,99000000,"Blockbuster"
"766","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-03-01","2019","3","20",31.8,55.44,false,99000000,"Blockbuster"
"883","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-03-01","2019","3","30",45.5,63.45,false,99000000,"Blockbuster"
"884","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-04-01","2019","4","10",15.3,58,false,99000000,"Blockbuster"
"767","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-04-01","2019","4","19",26.7,67.4,false,99000000,"Blockbuster"
"885","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-05-01","2019","5","9",12.3,57.78,false,99000000,"Blockbuster"
"768","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-05-01","2019","5","16",21.1,72.25,false,99000000,"Blockbuster"
"886","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-06-01","2019","6","22",43.3,82.12,false,99000000,"Blockbuster"
"769","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-06-01","2019","6","22",34.8,70.48,false,99000000,"Blockbuster"
"887","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-07-01","2019","7","14",19.8,86.61,false,99000000,"Blockbuster"
"770","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-07-01","2019","7","23",40.6,82.25,false,99000000,"Blockbuster"
"771","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-08-01","2019","8","33",54.8,82.91,false,99000000,"Blockbuster"
"888","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-08-01","2019","8","19",31.6,60.55,false,99000000,"Blockbuster"
"772","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-09-01","2019","9","29",49.6,70.45,false,99000000,"Blockbuster"
"889","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-09-01","2019","9","19",37.5,81.6,false,99000000,"Blockbuster"
"773","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-10-01","2019","10","11",15.7,61.93,false,99000000,"Blockbuster"
"890","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-10-01","2019","10","14",22.6,59.49,false,99000000,"Blockbuster"
"891","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-11-01","2019","11","20",26.3,82.4,false,99000000,"Blockbuster"
"774","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-11-01","2019","11","18",33.2,86.04,false,99000000,"Blockbuster"
"775","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2019-12-01","2019","12","24",46.6,85.41,true,99000000,"Blockbuster"
"892","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2019-12-01","2019","12","34",51.6,66.68,false,99000000,"Blockbuster"
"776","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-01-01","2020","1","29",52.4,74.88,false,99000000,"Blockbuster"
"893","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-01-01","2020","1","31",61.3,76.91,false,99000000,"Blockbuster"
"894","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-02-01","2020","2","41",59,58.49,false,99000000,"Blockbuster"
"777","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-02-01","2020","2","29",44.3,57.97,false,99000000,"Blockbuster"
"895","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-03-01","2020","3","42",67.6,78.22,false,99000000,"Blockbuster"
"778","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-03-01","2020","3","48",63.9,78.55,true,99000000,"Blockbuster"
"896","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-04-01","2020","4","20",37.7,69.76,false,99000000,"Blockbuster"
"779","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-04-01","2020","4","25",35.2,68.2,false,99000000,"Blockbuster"
"897","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-05-01","2020","5","16",26.2,82.12,false,99000000,"Blockbuster"
"780","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-05-01","2020","5","22",32,78.15,false,99000000,"Blockbuster"
"781","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-06-01","2020","6","30",47.9,70.41,false,99000000,"Blockbuster"
"898","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-06-01","2020","6","23",33.5,62.39,false,99000000,"Blockbuster"
"899","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-07-01","2020","7","20",28.2,75.74,false,99000000,"Blockbuster"
"782","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-07-01","2020","7","21",33.4,86.14,false,99000000,"Blockbuster"
"900","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-08-01","2020","8","14",24.9,69.84,false,99000000,"Blockbuster"
"783","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-08-01","2020","8","25",48,84.47,false,99000000,"Blockbuster"
"901","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-09-01","2020","9","19",36.4,74.81,false,99000000,"Blockbuster"
"784","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-09-01","2020","9","17",32.7,70.88,false,99000000,"Blockbuster"
"902","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-10-01","2020","10","13",22.4,67.64,false,99000000,"Blockbuster"
"785","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-10-01","2020","10","12",21.6,55.75,false,99000000,"Blockbuster"
"903","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-11-01","2020","11","27",50.9,65.95,false,99000000,"Blockbuster"
"786","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-11-01","2020","11","21",39,73.92,false,99000000,"Blockbuster"
"904","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2020-12-01","2020","12","24",46.3,69.46,false,99000000,"Blockbuster"
"787","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2020-12-01","2020","12","30",40,66.58,false,99000000,"Blockbuster"
"905","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-01-01","2021","1","32",50,64.9,false,99000000,"Blockbuster"
"788","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-01-01","2021","1","46",63.9,85.16,false,99000000,"Blockbuster"
"789","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-02-01","2021","2","19",28.3,77.97,false,99000000,"Blockbuster"
"906","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-02-01","2021","2","18",29.2,61.1,false,99000000,"Blockbuster"
"907","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-03-01","2021","3","36",67.3,65.39,false,99000000,"Blockbuster"
"790","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-03-01","2021","3","36",56.2,71.36,false,99000000,"Blockbuster"
"908","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-04-01","2021","4","12",21.9,56.39,true,99000000,"Blockbuster"
"791","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-04-01","2021","4","22",28.5,62.75,false,99000000,"Blockbuster"
"909","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-05-01","2021","5","19",30.3,65.37,false,99000000,"Blockbuster"
"792","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-05-01","2021","5","21",29.7,77.1,false,99000000,"Blockbuster"
"910","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-06-01","2021","6","12",20.2,63.96,false,99000000,"Blockbuster"
"793","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-06-01","2021","6","32",54.9,85.02,false,99000000,"Blockbuster"
"911","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-07-01","2021","7","16",25.5,57.8,false,99000000,"Blockbuster"
"794","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-07-01","2021","7","16",23,64.28,false,99000000,"Blockbuster"
"912","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-08-01","2021","8","14",19.1,75.97,false,99000000,"Blockbuster"
"795","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-08-01","2021","8","25",41.3,62.17,false,99000000,"Blockbuster"
"913","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-09-01","2021","9","24",45.4,68.15,false,99000000,"Blockbuster"
"796","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-09-01","2021","9","29",49.1,67.37,false,99000000,"Blockbuster"
"914","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-10-01","2021","10","17",25.1,76.26,false,99000000,"Blockbuster"
"797","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-10-01","2021","10","17",28.5,76.94,false,99000000,"Blockbuster"
"915","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-11-01","2021","11","30",58,82.87,false,99000000,"Blockbuster"
"798","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-11-01","2021","11","37",63.4,55.33,false,99000000,"Blockbuster"
"799","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2021-12-01","2021","12","24",36.3,72.17,false,99000000,"Blockbuster"
"916","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2021-12-01","2021","12","19",27.4,82.45,false,99000000,"Blockbuster"
"917","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2022-01-01","2022","1","33",59.4,58.23,true,99000000,"Blockbuster"
"800","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2022-01-01","2022","1","46",88.9,60.77,false,99000000,"Blockbuster"
"918","20","Spotlight","Open Road Films","Drama","2015",97,93,"Amazon Prime","2022-02-01","2022","2","24",36.6,73.35,true,99000000,"Blockbuster"
"801","20","Spotlight","Open Road Films","Drama","2015",97,93,"Netflix","2022-02-01","2022","2","39",62.1,81.93,false,99000000,"Blockbuster"
